4.882652172269988711e+01,2.456609028958394614e+00
4.882771875250668359e+01,2.486807687839461156e+00
4.880976572975351502e+01,2.505351725671928431e+00
4.878941700613225407e+01,2.463532855990753223e+00
4.880736764271684791e+01,2.444974912218726537e+00
4.879061806306196303e+01,2.493711020707070514e+00
4.880857081257921237e+01,2.475167253877189832e+00
4.878699013010017893e+01,2.403152961087235973e+00
4.874987022642603307e+01,2.410108763489721806e+00
4.877025733723013445e+01,2.451904490445110163e+00
4.876781818622020381e+01,2.391537240100282791e+00
4.876904189050841154e+01,2.421724783222604316e+00
4.875109180994370917e+01,2.440282153507130403e+00
4.878820769729695428e+01,2.433346831553181655e+00
4.876534597918897873e+01,2.331138701037024585e+00
4.878453019483512065e+01,2.342741736964288890e+00
4.878328781389136282e+01,2.312524410815663511e+00
4.878576429809337611e+01,2.372951258310288747e+00
4.880247230721925433e+01,2.324127121238314775e+00
4.876658621792486770e+01,2.361341874792220796e+00
4.880370855239950600e+01,2.354350805144908243e+00
4.886481227011520190e+01,2.479895385626094573e+00
4.888156672978450956e+01,2.431088735244885335e+00
4.888276186399235002e+01,2.461322125692230411e+00
4.886241798622056365e+01,2.419449152778067269e+00
4.884566993318443195e+01,2.468249185513169852e+00
4.884447078379287177e+01,2.438036332933704475e+00
4.886361926215603546e+01,2.449676205661562189e+00
4.884082370661506900e+01,2.347350653721876235e+00
4.885753007336003151e+01,2.298462487527593634e+00
4.885876448586027720e+01,2.328720894288770271e+00
4.882165093948625412e+01,2.335735867621243855e+00
4.883959144969483646e+01,2.317106432748422762e+00
4.883835089976569321e+01,2.286854404179221589e+00
4.882041254541798736e+01,2.305498014638032167e+00
4.887915162918172740e+01,2.370598360115470093e+00
4.887793164984621797e+01,2.340341403024416511e+00
4.889830677649768376e+01,2.382231287932895736e+00
4.886120843583551476e+01,2.389214240730783700e+00
4.885999060453497123e+01,2.358971483299525218e+00
4.888036332033895803e+01,2.400847475458231628e+00
4.889709293759113251e+01,2.351967962722641747e+00
4.882288104780223392e+01,2.365965909330314254e+00
4.880615621370262858e+01,2.414774714392633470e+00
4.884204767696985527e+01,2.377587053273844564e+00
4.884326336720980066e+01,2.407815617603283886e+00
4.880493651907994490e+01,2.384566674119623197e+00
4.882410287680858119e+01,2.396188125967541271e+00
4.882531643295538260e+01,2.426402503759753415e+00
